word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
22621,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",Sinasabi niyo na di pa,na,FIL,,TRUE,,,,
22622,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",niyo na di pa ako,di,FIL,,FALSE,,ABB,,
22623,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",na di pa ako nagbabago,pa,FIL,,TRUE,,,,
22624,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",di pa ako nagbabago na,ako,FIL,,TRUE,,,,
22625,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",pa ako nagbabago na mas,nagbabago,FIL,,TRUE,,,,
22626,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",ako nagbabago na mas lumala,na,FIL,,TRUE,,,,
22627,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",nagbabago na mas lumala ugali,mas,FIL,,TRUE,,,,
22628,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",na mas lumala ugali ko,lumala,FIL,,TRUE,,,,
22629,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .","mas lumala ugali ko ,",ugali,FIL,,TRUE,,,,
22630,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .","lumala ugali ko , lahat",ko,FIL,,TRUE,,,,
22631,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .","ugali ko , lahat kasi",",",SYM,,TRUE,,,,
22632,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .","ko , lahat kasi may",lahat,FIL,,TRUE,,,,
22633,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",", lahat kasi may proseso",kasi,FIL,,TRUE,,,,
22634,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",lahat kasi may proseso .,may,FIL,,TRUE,,,,
22635,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",kasi may proseso .,proseso,FIL,,TRUE,,,,
22636,1408,"Sinasabi niyo na di pa ako nagbabago na mas lumala ugali ko , lahat kasi may proseso .",may proseso .,.,SYM,,TRUE,,,,
22637,1409,Ang iitim nyo ang babaho nyo,Ang iitim nyo,Ang,FIL,,TRUE,,,,
22638,1409,Ang iitim nyo ang babaho nyo,Ang iitim nyo ang,iitim,FIL,,TRUE,,,,
22639,1409,Ang iitim nyo ang babaho nyo,Ang iitim nyo ang babaho,nyo,FIL,,FALSE,,ABB,,
22640,1409,Ang iitim nyo ang babaho nyo,iitim nyo ang babaho nyo,ang,FIL,,TRUE,,,,
22641,1409,Ang iitim nyo ang babaho nyo,nyo ang babaho nyo,babaho,FIL,,TRUE,,,,
22642,1409,Ang iitim nyo ang babaho nyo,ang babaho nyo,nyo,FIL,,FALSE,,ABB,,
22643,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,ang dami kong,ang,FIL,,TRUE,,,,
22644,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,ang dami kong gagawin,dami,FIL,,TRUE,,,,
22645,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,ang dami kong gagawin natataranta,kong,FIL,,TRUE,,,,
22646,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,dami kong gagawin natataranta ako,gagawin,FIL,,TRUE,,,,
22647,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,kong gagawin natataranta ako pero,natataranta,FIL,,TRUE,,,,
22648,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,gagawin natataranta ako pero kelangan,ako,FIL,,TRUE,,,,
22649,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,natataranta ako pero kelangan cute,pero,FIL,,TRUE,,,,
22650,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,ako pero kelangan cute pa,kelangan,FIL,,FALSE,,ABB,,
22651,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,pero kelangan cute pa din,cute,ENG,,TRUE,,,,
22652,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,kelangan cute pa din,pa,FIL,,TRUE,,,,
22653,1411,ang dami kong gagawin natataranta ako pero kelangan cute pa din,cute pa din,din,FIL,,TRUE,,,,
22654,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,nanginginig tapos ang,nanginginig,FIL,,TRUE,,,,
22655,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,nanginginig tapos ang init,tapos,FIL,,TRUE,,,,
22656,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,nanginginig tapos ang init ng,ang,FIL,,TRUE,,,,
22657,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,tapos ang init ng katawan,init,FIL,,TRUE,,,,
22658,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,ang init ng katawan ko,ng,FIL,,TRUE,,,,
22659,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,init ng katawan ko hahahahahaha,katawan,FIL,,TRUE,,,,
22660,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,ng katawan ko hahahahahaha potanginuah,ko,FIL,,TRUE,,,,
22661,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,katawan ko hahahahahaha potanginuah alak,hahahahahaha,UNK,EXPR,TRUE,,,,
22662,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,ko hahahahahaha potanginuah alak pa,potanginuah,UNK,EXPR,FALSE,UNK,,,
22663,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,hahahahahaha potanginuah alak pa !,alak,FIL,,TRUE,,,,
22664,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,potanginuah alak pa !,pa,FIL,,TRUE,,,,
22665,1412,nanginginig tapos ang init ng katawan ko hahahahahaha potanginuah alak pa !,alak pa !,!,SYM,,TRUE,,,,
22666,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",We just try,We,ENG,,TRUE,,,,
22667,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",We just try to,just,ENG,,TRUE,,,,
22668,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",We just try to make,try,ENG,,TRUE,,,,
22669,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",just try to make some,to,ENG,,TRUE,,,,
22670,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",try to make some momentum,make,ENG,,TRUE,,,,
22671,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",to make some momentum for,some,ENG,,TRUE,,,,
22672,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",make some momentum for our,momentum,ENG,,TRUE,,,,
22673,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",some momentum for our team,for,ENG,,TRUE,,,,
22674,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","momentum for our team ,",our,ENG,,TRUE,,,,
22675,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","for our team , kasi",team,ENG,,TRUE,,,,
22676,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","our team , kasi mabilis",",",SYM,,TRUE,,,,
22677,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","team , kasi mabilis lang",kasi,FIL,,TRUE,,,,
22678,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",", kasi mabilis lang ang",mabilis,FIL,,TRUE,,,,
22679,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",kasi mabilis lang ang conference,lang,FIL,,TRUE,,,,
22680,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",mabilis lang ang conference and,ang,FIL,,TRUE,,,,
22681,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",lang ang conference and dikit,conference,ENG,,TRUE,,,,
22682,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",ang conference and dikit ang,and,ENG,,TRUE,,,,
22683,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",conference and dikit ang standings,dikit,FIL,,TRUE,,,,
22684,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","and dikit ang standings ,",ang,FIL,,TRUE,,,,
22685,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","dikit ang standings , sabi",standings,ENG,,TRUE,,,,
22686,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","ang standings , sabi ni",",",SYM,,TRUE,,,,
22687,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .","standings , sabi ni Cabagnot",sabi,FIL,,TRUE,,,,
22688,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",", sabi ni Cabagnot na",ni,FIL,,TRUE,,,,
22689,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",sabi ni Cabagnot na tinulungan,Cabagnot,UNK,NE,TRUE,,,,
22690,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",ni Cabagnot na tinulungan ang,na,FIL,,TRUE,,,,
22691,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",Cabagnot na tinulungan ang Beermen,tinulungan,FIL,,TRUE,,,,
22692,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",na tinulungan ang Beermen sa,ang,FIL,,TRUE,,,,
22693,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",tinulungan ang Beermen sa kabuuang,Beermen,UNK,NE,FALSE,ENG,,,
22694,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",ang Beermen sa kabuuang 30-15,sa,FIL,,TRUE,,,,
22695,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",Beermen sa kabuuang 30-15 atake,kabuuang,FIL,,TRUE,,,,
22696,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",sa kabuuang 30-15 atake sa,30-15,NUM,,TRUE,,,,
22697,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",kabuuang 30-15 atake sa ikatlong,atake,FIL,,TRUE,,,,
22698,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",30-15 atake sa ikatlong yugto,sa,FIL,,TRUE,,,,
22699,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",atake sa ikatlong yugto matapos,ikatlong,FIL,,TRUE,,,,
22700,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",sa ikatlong yugto matapos na,yugto,FIL,,TRUE,,,,
22701,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",ikatlong yugto matapos na maglaho,matapos,FIL,,TRUE,,,,
22702,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",yugto matapos na maglaho ang,na,FIL,,TRUE,,,,
22703,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",matapos na maglaho ang 10-puntos,maglaho,FIL,,TRUE,,,,
22704,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",na maglaho ang 10-puntos na,ang,FIL,,TRUE,,,,
22705,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",maglaho ang 10-puntos na abante,10-puntos,UNK,,TRUE,,,,
22706,1413,"We just try to make some momentum for our team , kasi mabilis lang ang conference and dikit ang standings , sabi ni Cabagnot na tinulungan ang Beermen sa kabuuang 30-15 atake sa ikatlong yugto matapos na maglaho ang 10-puntos na abante at kapitan ang 39-38 abante pagpasok ng ikatlong stanza .",ang 10-puntos na abante at,na,FIL,,TRUE,,,,
