word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
12629,784,waahh ang saya ng vlog nyo ni Ion Meme katuwa ka Noy luv u both,Ion Meme katuwa ka Noy,katuwa,FIL,,T,,,F,
12630,784,waahh ang saya ng vlog nyo ni Ion Meme katuwa ka Noy luv u both,Meme katuwa ka Noy luv,ka,FIL,,T,,,F,
12631,784,waahh ang saya ng vlog nyo ni Ion Meme katuwa ka Noy luv u both,katuwa ka Noy luv u,Noy,UNK,NE,T,,,F,
12632,784,waahh ang saya ng vlog nyo ni Ion Meme katuwa ka Noy luv u both,ka Noy luv u both,luv,ENG,,T,,,F,love (correct spelling)
12633,784,waahh ang saya ng vlog nyo ni Ion Meme katuwa ka Noy luv u both,Noy luv u both,u,ENG,ABB,T,,,F,
12634,784,waahh ang saya ng vlog nyo ni Ion Meme katuwa ka Noy luv u both,luv u both,both,ENG,,T,,,F,
12635,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,Marami namang mga,Marami,FIL,,T,,,F,
12636,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,Marami namang mga netizens,namang,FIL,,T,,,F,
12637,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,Marami namang mga netizens ang,mga,FIL,,T,,,F,
12638,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,namang mga netizens ang agree,netizens,ENG,,T,,,F,
12639,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,mga netizens ang agree sa,ang,FIL,,T,,,F,
12640,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,netizens ang agree sa statement,agree,ENG,,T,,,F,
12641,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,ang agree sa statement ni,sa,FIL,,T,,,F,
12642,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,agree sa statement ni Meme,statement,ENG,,T,,,F,
12643,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,sa statement ni Meme at,ni,FIL,,T,,,F,
12644,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,statement ni Meme at tila,Meme,UNK,NE,T,,,F,
12645,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,ni Meme at tila nakaka-relate,at,FIL,,T,,,F,
12646,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,Meme at tila nakaka-relate sa,tila,FIL,,T,,,F,
12647,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,at tila nakaka-relate sa TV,nakaka-relate,UNK,,F,CS,,F,
12648,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,tila nakaka-relate sa TV host,sa,FIL,,T,,,F,
12649,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,nakaka-relate sa TV host .,TV,ENG,ABB,T,,,F,
12650,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,sa TV host .,host,ENG,,T,,,F,
12651,785,Marami namang mga netizens ang agree sa statement ni Meme at tila nakaka-relate sa TV host .,TV host .,.,SYM,,T,,,F,
12652,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",Ang sakit lang,Ang,FIL,,T,,,F,
12653,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup","Ang sakit lang ,",sakit,FIL,,T,,,F,
12654,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup","Ang sakit lang , maski",lang,FIL,,T,,,F,
12655,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup","sakit lang , maski isang",",",SYM,,T,,,F,
12656,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup","lang , maski isang deal",maski,FIL,,T,,,F,
12657,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",", maski isang deal lang",isang,FIL,,T,,,F,
12658,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",maski isang deal lang ni,deal,ENG,,T,,,F,
12659,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",isang deal lang ni unilove,lang,FIL,,T,,,F,
12660,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",deal lang ni unilove potangna,ni,FIL,,T,,,F,
12661,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",lang ni unilove potangna wala,unilove,UNK,NE,T,,,F,
12662,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",ni unilove potangna wala akong,potangna,FIL,,F,UNK,,F,incorrect spelling
12663,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",unilove potangna wala akong nakuha,wala,FIL,,T,,,F,
12664,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",potangna wala akong nakuha hayup,akong,FIL,,T,,,F,
12665,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",wala akong nakuha hayup,nakuha,FIL,,T,,,F,
12666,787,"Ang sakit lang , maski isang deal lang ni unilove potangna wala akong nakuha hayup",akong nakuha hayup,hayup,FIL,,T,,,F,
12667,788,Lahat na tinanong eh di naman ako ang Prof walastek,Lahat na tinanong,Lahat,FIL,,T,,,F,
12668,788,Lahat na tinanong eh di naman ako ang Prof walastek,Lahat na tinanong eh,na,FIL,,T,,,F,
12669,788,Lahat na tinanong eh di naman ako ang Prof walastek,Lahat na tinanong eh di,tinanong,FIL,,T,,,F,
12670,788,Lahat na tinanong eh di naman ako ang Prof walastek,na tinanong eh di naman,eh,UNK,EXPR,T,,,F,
12671,788,Lahat na tinanong eh di naman ako ang Prof walastek,tinanong eh di naman ako,di,FIL,,T,,,F,
12672,788,Lahat na tinanong eh di naman ako ang Prof walastek,eh di naman ako ang,naman,FIL,,T,,,F,
12673,788,Lahat na tinanong eh di naman ako ang Prof walastek,di naman ako ang Prof,ako,FIL,,T,,,F,
12674,788,Lahat na tinanong eh di naman ako ang Prof walastek,naman ako ang Prof walastek,ang,FIL,,T,,,F,
12675,788,Lahat na tinanong eh di naman ako ang Prof walastek,ako ang Prof walastek,Prof,ENG,ABB,T,,,F,
12676,788,Lahat na tinanong eh di naman ako ang Prof walastek,ang Prof walastek,walastek,FIL,,T,,,F,
12677,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",Nakaranas siyang magtiis,Nakaranas,FIL,,T,,,F,
12678,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",Nakaranas siyang magtiis ng,siyang,FIL,,T,,,F,
12679,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",Nakaranas siyang magtiis ng noodles,magtiis,FIL,,T,,,F,
12680,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",siyang magtiis ng noodles sa,ng,FIL,,T,,,F,
12681,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",magtiis ng noodles sa dorm,noodles,ENG,,T,,,F,
12682,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",ng noodles sa dorm ;,sa,FIL,,T,,,F,
12683,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",noodles sa dorm ; magpalipas,dorm,ENG,,T,,,F,
12684,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",sa dorm ; magpalipas ng,;,SYM,,T,,,F,
12685,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",dorm ; magpalipas ng gutom,magpalipas,FIL,,T,,,F,
12686,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",; magpalipas ng gutom sa,ng,FIL,,T,,,F,
12687,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",magpalipas ng gutom sa library,gutom,FIL,,T,,,F,
12688,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",ng gutom sa library at,sa,FIL,,T,,,F,
12689,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",gutom sa library at malls,library,ENG,,T,,,F,
12690,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .","sa library at malls ,",at,FIL,,T,,,F,
12691,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .","library at malls , pumila",malls,ENG,,T,,,F,
12692,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .","at malls , pumila at",",",SYM,,T,,,F,
12693,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .","malls , pumila at umabang",pumila,FIL,,T,,,F,
12694,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",", pumila at umabang sa",at,FIL,,T,,,F,
12695,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",pumila at umabang sa kakarampot,umabang,FIL,,T,,,F,
12696,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",at umabang sa kakarampot na,sa,FIL,,T,,,F,
12697,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",umabang sa kakarampot na stipend,kakarampot,FIL,,T,,,F,
12698,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",sa kakarampot na stipend galing,na,FIL,,T,,,F,
12699,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",kakarampot na stipend galing sa,stipend,ENG,,T,,,F,
12700,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",na stipend galing sa gobyerno,galing,FIL,,T,,,F,
12701,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",stipend galing sa gobyerno .,sa,FIL,,T,,,F,
12702,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",galing sa gobyerno .,gobyerno,FIL,,T,,,F,
12703,791,"Nakaranas siyang magtiis ng noodles sa dorm ; magpalipas ng gutom sa library at malls , pumila at umabang sa kakarampot na stipend galing sa gobyerno .",sa gobyerno .,.,SYM,,T,,,F,
12704,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,Halos araw-araw ay,Halos,FIL,,T,,,F,
12705,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,Halos araw-araw ay may,araw-araw,FIL,,T,,,F,
12706,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,Halos araw-araw ay may mga,ay,FIL,,T,,,F,
12707,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,araw-araw ay may mga nahuhuling,may,FIL,,T,,,F,
12708,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,ay may mga nahuhuling mga,mga,FIL,,T,,,F,
12709,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,may mga nahuhuling mga sangkot,nahuhuling,FIL,,T,,,F,
12710,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,mga nahuhuling mga sangkot sa,mga,FIL,,T,,,F,
12711,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,nahuhuling mga sangkot sa iligal,sangkot,FIL,,T,,,F,
12712,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,mga sangkot sa iligal ba,sa,FIL,,T,,,F,
12713,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,sangkot sa iligal ba droga,iligal,FIL,,T,,,F,
12714,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,sa iligal ba droga at,ba,FIL,,T,,,T,wrong spelling: na
12715,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,iligal ba droga at sangkatutak,droga,FIL,,T,,,F,
12716,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,ba droga at sangkatutak shabu,at,FIL,,T,,,F,
12717,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,droga at sangkatutak shabu at,sangkatutak,FIL,,T,,,F,
12718,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,at sangkatutak shabu at iba,shabu,FIL,,T,,,F,
12719,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,sangkatutak shabu at iba pang,at,FIL,,T,,,F,
12720,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,shabu at iba pang uri,iba,FIL,,T,,,F,
12721,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,at iba pang uri ng,pang,FIL,,T,,,F,
12722,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,iba pang uri ng illegal,uri,FIL,,T,,,F,
12723,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,pang uri ng illegal drugs,ng,FIL,,T,,,F,
12724,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,uri ng illegal drugs .,illegal,ENG,,T,,,F,
12725,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,ng illegal drugs .,drugs,ENG,,T,,,F,
12726,792,Halos araw-araw ay may mga nahuhuling mga sangkot sa iligal ba droga at sangkatutak shabu at iba pang uri ng illegal drugs .,illegal drugs .,.,SYM,,T,,,F,
12727,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",Nung pauwi ako,Nung,FIL,,T,,,F,
12728,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",Nung pauwi ako matapos,pauwi,FIL,,T,,,F,
12729,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",Nung pauwi ako matapos ang,ako,FIL,,T,,,F,
12730,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",pauwi ako matapos ang pagtitipon,matapos,FIL,,T,,,F,
12731,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .","ako matapos ang pagtitipon ,",ang,FIL,,T,,,F,
12732,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .","matapos ang pagtitipon , halos",pagtitipon,FIL,,T,,,F,
12733,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .","ang pagtitipon , halos wala",",",SYM,,T,,,F,
12734,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .","pagtitipon , halos wala akong",halos,FIL,,T,,,F,
12735,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",", halos wala akong lakas",wala,FIL,,T,,,F,
12736,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",halos wala akong lakas na,akong,FIL,,T,,,F,
12737,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",wala akong lakas na magbisikleta,lakas,FIL,,T,,,F,
12738,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",akong lakas na magbisikleta .,na,FIL,,T,,,F,
12739,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",lakas na magbisikleta .,magbisikleta,FIL,,T,,,F,
12740,793,"Nung pauwi ako matapos ang pagtitipon , halos wala akong lakas na magbisikleta .",na magbisikleta .,.,SYM,,T,,,F,
12741,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,Sa nasabing larawan,Sa,FIL,,T,,,F,
12742,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,Sa nasabing larawan ay,nasabing,FIL,,T,,,F,
12743,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,Sa nasabing larawan ay nakahilig,larawan,FIL,,T,,,F,
12744,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,nasabing larawan ay nakahilig ang,ay,FIL,,T,,,F,
12745,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,larawan ay nakahilig ang dalawa,nakahilig,FIL,,T,,,F,
12746,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,ay nakahilig ang dalawa sa,ang,FIL,,T,,,F,
12747,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,nakahilig ang dalawa sa isat,dalawa,FIL,,T,,,F,
12748,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,ang dalawa sa isat isa,sa,FIL,,T,,,F,
12749,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,dalawa sa isat isa at,isat,FIL,,F,UNK,,T,should be isa't
12750,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,sa isat isa at parehas,isa,FIL,,T,,,F,
12751,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,isat isa at parehas na,at,FIL,,T,,,F,
12752,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,isa at parehas na may,parehas,FIL,,T,,,F,
12753,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,at parehas na may matamis,na,FIL,,T,,,F,
12754,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,parehas na may matamis na,may,FIL,,T,,,F,
12755,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,na may matamis na ngiti,matamis,FIL,,T,,,F,
12756,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,may matamis na ngiti .,na,FIL,,T,,,F,
12757,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,matamis na ngiti .,ngiti,FIL,,T,,,F,
12758,794,Sa nasabing larawan ay nakahilig ang dalawa sa isat isa at parehas na may matamis na ngiti .,na ngiti .,.,SYM,,T,,,F,
12759,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",suspended na ang,suspended,ENG,,T,,,F,
12760,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",suspended na ang klase,na,FIL,,T,,,F,
12761,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",suspended na ang klase sa,ang,FIL,,T,,,F,
12762,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",na ang klase sa ibang,klase,FIL,,T,,,F,
12763,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",ang klase sa ibang school,sa,FIL,,T,,,F,
12764,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?","klase sa ibang school ,",ibang,FIL,,T,,,F,
12765,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?","sa ibang school , wala",school,ENG,,T,,,F,
12766,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?","ibang school , wala bang",",",SYM,,T,,,F,
12767,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?","school , wala bang mag-papakitang",wala,FIL,,T,,,F,
12768,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",", wala bang mag-papakitang gilas",bang,FIL,,T,,,F,
12769,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",wala bang mag-papakitang gilas diyan,mag-papakitang,FIL,,T,,,F,
